"Imagename","Anomaly Score"
"Image4770","0"
"Image4771","0"
"Image4772","0"
"Image4773","0"
"Image4774","0"
"Image4775","0"
"Image4776","0"
"Image4777","0"
"Image4778","0"
"Image4779","1"
"Image4780","0"
"Image4781","0"
"Image4782","1"
"Image4783","1"
"Image4784","0"
"Image4785","0"
"Image4786","0"
"Image4787","0"
"Image4788","0"
"Image4789","0"
"Image4790","0"
"Image4791","0"
"Image4792","0"
"Image4793","0"
"Image4794","0"
"Image4795","0"
"Image4796","0"
"Image4797","0"
"Image4798","0"
"Image4799","0"
"Image4800","0"
"Image4801","0"
"Image4802","0"
"Image4803","0"
"Image4804","1"
"Image4805","0"
"Image4806","0"
"Image4807","0"
"Image4808","0"
"Image4809","0"
"Image4810","1"
"Image4811","0"
"Image4812","0"
"Image4813","0"
"Image4814","0"
"Image4815","1"
"Image4816","0"
"Image4817","1"
"Image4818","0"
"Image4819","0"
"Image4820","0"
"Image4821","0"
"Image4822","0"
"Image4823","0"
"Image4824","0"
"Image4825","1"
"Image4826","1"
"Image4827","0"
"Image4828","1"
"Image4829","0"
"Image4830","0"
"Image4831","1"
"Image4832","0"
"Image4833","0"
"Image4834","0"
"Image4835","0"
"Image4836","0"
"Image4837","0"
"Image4838","0"
"Image4839","0"
"Image4840","0"
"Image4841","1"
"Image4842","0"
"Image4843","0"
"Image4844","0"
"Image4845","0"
"Image4846","0"
"Image4847","0"
"Image4848","0"
"Image4849","1"
"Image4850","0"
"Image4851","0"
"Image4852","1"
"Image4853","0"
"Image4854","0"
"Image4855","0"
"Image4856","0"
"Image4857","0"
"Image4858","0"
"Image4859","0"
"Image4860","0"
"Image4861","0"
"Image4862","1"
"Image4863","0"
"Image4864","0"
"Image4865","1"
"Image4866","1"
"Image4867","0"
"Image4868","0"
"Image4869","0"
"Image4870","1"
"Image4871","0"
"Image4872","1"
"Image4873","0"
"Image4874","0"
"Image4875","1"
"Image4876","0"
"Image4877","1"
"Image4878","0"
"Image4879","0"
"Image4880","0"
"Image4881","0"
"Image4882","0"
"Image4883","0"
"Image4884","0"
"Image4885","1"
"Image4886","1"
"Image4887","0"
"Image4888","1"
"Image4889","0"
"Image4890","1"
"Image4891","0"
"Image4892","0"
"Image4893","0"
"Image4894","0"
"Image4895","1"
"Image4896","0"
"Image4897","0"
"Image4898","0"
"Image4899","0"
"Image4900","0"
"Image4901","0"
"Image4902","1"
"Image4903","0"
"Image4904","0"
"Image4905","1"
"Image4906","0"
"Image4907","0"
"Image4908","0"
"Image4909","0"
"Image4910","0"
"Image4911","0"
"Image4912","0"
"Image4913","1"
"Image4914","0"
"Image4915","0"
"Image4916","0"
"Image4917","0"
"Image4918","0"
"Image4919","0"
"Image4920","0"
"Image4921","0"
"Image4922","1"
"Image4923","0"
"Image4924","0"
"Image4925","0"
"Image4926","1"
"Image4927","0"
"Image4928","0"
"Image4929","1"
"Image4930","0"
"Image4931","0"
"Image4932","0"
"Image4933","1"
"Image4934","1"
"Image4935","1"
"Image4936","0"
"Image4937","0"
"Image4938","1"
"Image4939","0"
"Image4940","0"
"Image4941","1"
"Image4942","0"
"Image4943","0"
"Image4944","1"
"Image4945","1"
"Image4946","0"
"Image4947","0"
"Image4948","0"
"Image4949","1"
"Image4950","0"
"Image4951","0"
"Image4952","0"
"Image4953","0"
"Image4954","0"
"Image4955","0"
"Image4956","0"
"Image4957","1"
"Image4958","0"
"Image4959","1"
"Image4960","1"
"Image4961","1"
"Image4962","1"
"Image4963","0"
"Image4964","0"
"Image4965","0"
"Image4966","0"
"Image4967","0"
"Image4968","0"
"Image4969","0"
"Image4970","1"
"Image4971","0"
"Image4972","0"
"Image4973","1"
"Image4974","1"
"Image4975","0"
"Image4976","1"
"Image4977","0"
"Image4978","0"
"Image4979","0"
"Image4980","0"
"Image4981","0"
"Image4982","0"
"Image4983","0"
"Image4984","0"
"Image4985","1"
"Image4986","0"
"Image4987","0"
"Image4988","0"
"Image4989","0"
"Image4990","0"
"Image4991","0"
"Image4992","0"
"Image4993","0"
"Image4994","0"
"Image4995","0"
"Image4996","0"
"Image4997","1"
"Image4998","1"
"Image4999","0"
"Image5000","0"
"Image5001","0"
"Image5002","1"
"Image5003","0"
"Image5004","0"
"Image5005","0"
"Image5006","0"
"Image5007","1"
"Image5008","1"
"Image5009","0"
"Image5010","0"
"Image5011","0"
"Image5012","0"
"Image5013","0"
"Image5014","0"
"Image5015","1"
"Image5016","0"
"Image5017","0"
"Image5018","0"
"Image5019","0"
"Image5020","0"
"Image5021","0"
"Image5022","0"
"Image5023","0"
"Image5024","0"
"Image5025","0"
"Image5026","0"
"Image5027","0"
"Image5028","0"
"Image5029","0"
"Image5030","0"
"Image5031","0"
"Image5032","0"
"Image5033","1"
"Image5034","0"
"Image5035","0"
"Image5036","0"
"Image5037","0"
"Image5038","0"
"Image5039","0"
"Image5040","0"
"Image5041","0"
"Image5042","1"
"Image5043","0"
"Image5044","0"
"Image5045","0"
"Image5046","0"
"Image5047","1"
"Image5048","0"
"Image5049","1"
"Image5050","0"
"Image5051","1"
"Image5052","0"
"Image5053","0"
"Image5054","1"
"Image5055","0"
"Image5056","1"
"Image5057","0"
"Image5058","1"
"Image5059","0"
"Image5060","0"
"Image5061","1"
"Image5062","0"
"Image5063","0"
"Image5064","0"
"Image5065","0"
"Image5066","0"
"Image5067","1"
"Image5068","0"
"Image5069","0"
"Image5070","1"
"Image5071","1"
"Image5072","0"
"Image5073","0"
"Image5074","1"
"Image5075","0"
"Image5076","0"
"Image5077","0"
"Image5078","0"
"Image5079","1"
"Image5080","0"
"Image5081","0"
"Image5082","0"
"Image5083","0"
"Image5084","0"
"Image5085","0"
"Image5086","0"
"Image5087","0"
"Image5088","0"
"Image5089","1"
"Image5090","0"
"Image5091","1"
"Image5092","1"
"Image5093","0"
"Image5094","0"
"Image5095","0"
"Image5096","0"
"Image5097","0"
"Image5098","1"
"Image5099","0"
"Image5100","0"
"Image5101","0"
"Image5102","0"
"Image5103","0"
"Image5104","0"
"Image5105","0"
"Image5106","1"
"Image5107","1"
"Image5108","0"
"Image5109","1"
"Image5110","0"
"Image5111","0"
"Image5112","0"
"Image5113","1"
"Image5114","0"
"Image5115","0"
"Image5116","0"
"Image5117","0"
"Image5118","1"
"Image5119","0"
"Image5120","0"
"Image5121","0"
"Image5122","0"
"Image5123","0"
"Image5124","0"
"Image5125","0"
"Image5126","1"
"Image5127","1"
"Image5128","0"
"Image5129","0"
"Image5130","0"
"Image5131","0"
"Image5132","0"
"Image5133","0"
"Image5134","0"
"Image5135","0"
"Image5136","0"
"Image5137","0"
"Image5138","0"
"Image5139","0"
"Image5140","0"
"Image5141","1"
"Image5142","1"
"Image5143","0"
"Image5144","0"
"Image5145","0"
"Image5146","0"
"Image5147","0"
"Image5148","0"
"Image5149","0"
"Image5150","1"
"Image5151","1"
"Image5152","1"
"Image5153","1"
"Image5154","1"
"Image5155","0"
"Image5156","0"
"Image5157","0"
"Image5158","0"
"Image5159","0"
"Image5160","0"
"Image5161","0"
"Image5162","1"
"Image5163","0"
"Image5164","0"
"Image5165","0"
"Image5166","0"
"Image5167","0"
"Image5168","0"
"Image5169","0"
"Image5170","0"
"Image5171","0"
"Image5172","0"
"Image5173","0"
"Image5174","0"
"Image5175","0"
"Image5176","0"
"Image5177","0"
"Image5178","1"
"Image5179","0"
"Image5180","0"
"Image5181","0"
"Image5182","0"
"Image5183","0"
"Image5184","0"
"Image5185","0"
"Image5186","0"
"Image5187","0"
"Image5188","1"
"Image5189","0"
"Image5190","0"
"Image5191","0"
"Image5192","0"
"Image5193","0"
"Image5194","0"
"Image5195","1"
"Image5196","0"
"Image5197","0"
"Image5198","0"
"Image5199","1"
"Image5200","0"
"Image5201","0"
"Image5202","0"
"Image5203","0"
"Image5204","0"
"Image5205","1"
"Image5206","0"
"Image5207","0"
"Image5208","0"
"Image5209","1"
"Image5210","1"
"Image5211","0"
"Image5212","0"
"Image5213","1"
"Image5214","0"
"Image5215","0"
"Image5216","0"
"Image5217","0"
"Image5218","0"
"Image5219","0"
"Image5220","0"
"Image5221","1"
"Image5222","0"
"Image5223","0"
"Image5224","0"
"Image5225","1"
"Image5226","0"
"Image5227","0"
"Image5228","1"
"Image5229","0"
"Image5230","0"
"Image5231","0"
"Image5232","0"
"Image5233","1"
"Image5234","0"
"Image5235","1"
"Image5236","0"
"Image5237","0"
"Image5238","0"
"Image5239","1"
"Image5240","0"
"Image5241","0"
"Image5242","1"
"Image5243","0"
"Image5244","0"
"Image5245","0"
"Image5246","0"
"Image5247","1"
"Image5248","0"
"Image5249","0"
"Image5250","0"
"Image5251","1"
"Image5252","1"
"Image5253","0"
"Image5254","0"
"Image5255","0"
"Image5256","1"
"Image5257","0"
"Image5258","0"
"Image5259","0"
"Image5260","0"
"Image5261","0"
"Image5262","1"
"Image5263","0"
"Image5264","0"
"Image5265","1"
"Image5266","0"
"Image5267","0"
"Image5268","0"
"Image5269","0"
"Image5270","1"
"Image5271","0"
"Image5272","0"
"Image5273","0"
"Image5274","0"
"Image5275","0"
"Image5276","0"
"Image5277","1"
"Image5278","0"
"Image5279","0"
"Image5280","0"
"Image5281","0"
"Image5282","0"
"Image5283","0"
"Image5284","0"
"Image5285","0"
"Image5286","0"
"Image5287","1"
"Image5288","1"
"Image5289","1"
"Image5290","0"
"Image5291","0"
"Image5292","1"
"Image5293","0"
"Image5294","1"
"Image5295","0"
"Image5296","1"
"Image5297","0"
"Image5298","0"
"Image5299","1"
"Image5300","0"
"Image5301","0"
"Image5302","1"
"Image5303","0"
"Image5304","1"
"Image5305","0"
"Image5306","0"
"Image5307","1"
"Image5308","0"
"Image5309","1"
"Image5310","1"
"Image5311","0"
"Image5312","0"
"Image5313","0"
"Image5314","0"
"Image5315","1"
"Image5316","0"
"Image5317","0"
"Image5318","1"
"Image5319","0"
"Image5320","0"
"Image5321","0"
"Image5322","0"
"Image5323","1"
"Image5324","0"
"Image5325","0"
"Image5326","1"
"Image5327","1"
"Image5328","0"
"Image5329","0"
"Image5330","0"
"Image5331","0"
"Image5332","0"
"Image5333","0"
"Image5334","1"
"Image5335","0"
"Image5336","0"
"Image5337","0"
"Image5338","0"
"Image5339","0"
"Image5340","0"
"Image5341","1"
"Image5342","0"
"Image5343","0"
"Image5344","1"
"Image5345","0"
"Image5346","1"
"Image5347","0"
"Image5348","0"
"Image5349","0"
"Image5350","1"
"Image5351","0"
"Image5352","0"
"Image5353","1"
"Image5354","0"
"Image5355","1"
"Image5356","0"
"Image5357","0"
"Image5358","0"
"Image5359","1"
"Image5360","1"
"Image5361","0"
"Image5362","1"
"Image5363","1"
"Image5364","0"
"Image5365","0"
"Image5366","0"
"Image5367","0"
"Image5368","0"
"Image5369","0"
"Image5370","0"
"Image5371","0"
"Image5372","1"
"Image5373","0"
"Image5374","0"
"Image5375","0"
"Image5376","0"
"Image5377","0"
"Image5378","0"
"Image5379","0"
"Image5380","0"
"Image5381","0"
"Image5382","0"
"Image5383","0"
"Image5384","0"
"Image5385","1"
"Image5386","0"
"Image5387","1"
"Image5388","0"
"Image5389","0"
"Image5390","0"
"Image5391","0"
"Image5392","0"
"Image5393","0"
"Image5394","0"
"Image5395","0"
"Image5396","0"
"Image5397","0"
"Image5398","1"
"Image5399","0"
"Image5400","0"
"Image5401","0"
"Image5402","0"
"Image5403","0"
"Image5404","1"
"Image5405","0"
"Image5406","1"
"Image5407","0"
"Image5408","0"
"Image5409","1"
"Image5410","0"
"Image5411","0"
"Image5412","0"
"Image5413","0"
"Image5414","0"
"Image5415","0"
"Image5416","1"
"Image5417","0"
"Image5418","1"
"Image5419","0"
"Image5420","0"
"Image5421","0"
"Image5422","0"
"Image5423","0"
"Image5424","0"
"Image5425","0"
"Image5426","0"
"Image5427","0"
"Image5428","0"
"Image5429","1"
"Image5430","0"
"Image5431","0"
"Image5432","0"
"Image5433","0"
"Image5434","0"
"Image5435","0"
"Image5436","1"
"Image5437","0"
"Image5438","0"
"Image5439","1"
"Image5440","1"
"Image5441","0"
"Image5442","0"
"Image5443","1"
"Image5444","0"
"Image5445","1"
"Image5446","0"
"Image5447","1"
"Image5448","0"
"Image5449","0"
"Image5450","0"
"Image5451","0"
"Image5452","0"
"Image5453","1"
"Image5454","0"
"Image5455","1"
"Image5456","0"
"Image5457","0"
"Image5458","0"
"Image5459","0"
"Image5460","0"
"Image5461","0"
"Image5462","0"
"Image5463","0"
"Image5464","0"
"Image5465","1"
"Image5466","0"
"Image5467","0"
"Image5468","0"
"Image5469","0"
"Image5470","0"
"Image5471","1"
"Image5472","0"
"Image5473","0"
"Image5474","1"
"Image5475","0"
"Image5476","0"
"Image5477","0"
"Image5478","0"
"Image5479","1"
"Image5480","0"
"Image5481","0"
"Image5482","0"
"Image5483","0"
"Image5484","0"
"Image5485","0"
"Image5486","0"
"Image5487","0"
"Image5488","1"
"Image5489","0"
"Image5490","0"
"Image5491","0"
"Image5492","1"
"Image5493","0"
"Image5494","0"
"Image5495","0"
"Image5496","1"
"Image5497","0"
"Image5498","0"
"Image5499","0"
"Image5500","0"
"Image5501","0"
"Image5502","0"
"Image5503","0"
"Image5504","0"
"Image5505","0"
"Image5506","1"
"Image5507","0"
"Image5508","0"
"Image5509","1"
"Image5510","0"
"Image5511","0"
"Image5512","0"
"Image5513","0"
"Image5514","1"
"Image5515","0"
"Image5516","0"
"Image5517","0"
"Image5518","0"
"Image5519","0"
"Image5520","0"
"Image5521","0"
"Image5522","1"
"Image5523","0"
"Image5524","1"
"Image5525","1"
"Image5526","0"
"Image5527","0"
"Image5528","0"
"Image5529","0"
"Image5530","0"
"Image5531","0"
"Image5532","0"
"Image5533","0"
"Image5534","0"
"Image5535","0"
"Image5536","1"
"Image5537","0"
"Image5538","1"
"Image5539","1"
"Image5540","0"
"Image5541","0"
"Image5542","0"
"Image5543","0"
"Image5544","0"
"Image5545","0"
"Image5546","0"
"Image5547","0"
"Image5548","0"
"Image5549","0"
"Image5550","1"
"Image5551","0"
"Image5552","0"
"Image5553","0"
"Image5554","0"
"Image5555","0"
"Image5556","1"
"Image5557","0"
"Image5558","0"
"Image5559","0"
"Image5560","1"
"Image5561","0"
"Image5562","0"
"Image5563","1"
"Image5564","0"
"Image5565","0"
"Image5566","0"
"Image5567","0"
"Image5568","1"
"Image5569","0"
"Image5570","0"
"Image5571","0"
"Image5572","0"
"Image5573","0"
"Image5574","0"
"Image5575","0"
"Image5576","1"
"Image5577","0"
"Image5578","0"
"Image5579","0"
"Image5580","0"
"Image5581","0"
"Image5582","1"
"Image5583","0"
"Image5584","0"
"Image5585","0"
"Image5586","0"
"Image5587","0"
"Image5588","0"
"Image5589","0"
"Image5590","1"
"Image5591","0"
"Image5592","1"
"Image5593","0"
"Image5594","0"
"Image5595","0"
"Image5596","0"
"Image5597","0"
"Image5598","1"
"Image5599","0"
"Image5600","0"
"Image5601","0"
"Image5602","0"
"Image5603","0"
"Image5604","0"
"Image5605","1"
"Image5606","0"
"Image5607","1"
"Image5608","1"
"Image5609","0"
"Image5610","0"
"Image5611","0"
"Image5612","1"
"Image5613","1"
"Image5614","1"
"Image5615","1"
"Image5616","0"
"Image5617","0"
"Image5618","1"
"Image5619","0"
"Image5620","0"
"Image5621","1"
"Image5622","1"
"Image5623","0"
"Image5624","0"
"Image5625","1"
"Image5626","0"
"Image5627","0"
"Image5628","0"
"Image5629","1"
"Image5630","0"
"Image5631","0"
"Image5632","1"
"Image5633","0"
"Image5634","0"
"Image5635","0"
"Image5636","0"
"Image5637","0"
"Image5638","1"
"Image5639","0"
"Image5640","0"
"Image5641","0"
"Image5642","0"
"Image5643","0"
"Image5644","0"
"Image5645","0"
"Image5646","0"
"Image5647","0"
"Image5648","0"
"Image5649","0"
"Image5650","0"
"Image5651","0"
"Image5652","1"
"Image5653","1"
"Image5654","0"
"Image5655","0"
"Image5656","0"
"Image5657","0"
"Image5658","0"
"Image5659","0"
"Image5660","0"
"Image5661","0"
"Image5662","0"
"Image5663","0"
"Image5664","0"
"Image5665","0"
"Image5666","0"
"Image5667","0"
"Image5668","0"
"Image5669","0"
"Image5670","0"
"Image5671","0"
"Image5672","1"
"Image5673","0"
"Image5674","0"
"Image5675","0"
"Image5676","0"
"Image5677","1"
"Image5678","1"
"Image5679","0"
"Image5680","0"
"Image5681","0"
"Image5682","0"
"Image5683","0"
"Image5684","0"
"Image5685","0"
"Image5686","0"
"Image5687","0"
"Image5688","0"
"Image5689","0"
"Image5690","0"
"Image5691","0"
"Image5692","0"
"Image5693","0"
"Image5694","0"
"Image5695","1"
"Image5696","1"
"Image5697","0"
"Image5698","0"
"Image5699","0"
"Image5700","0"
"Image5701","1"
"Image5702","1"
"Image5703","0"
"Image5704","1"
"Image5705","1"
"Image5706","0"
"Image5707","1"
"Image5708","0"
"Image5709","0"
"Image5710","1"
"Image5711","0"
"Image5712","1"
"Image5713","0"
"Image5714","0"
"Image5715","0"
"Image5716","0"
"Image5717","0"
"Image5718","0"
"Image5719","0"
"Image5720","0"
"Image5721","0"
"Image5722","0"
"Image5723","0"
"Image5724","0"
"Image5725","0"
"Image5726","0"
"Image5727","0"
"Image5728","0"
"Image5729","1"
"Image5730","0"
"Image5731","0"
"Image5732","1"
"Image5733","0"
"Image5734","1"
"Image5735","0"
"Image5736","0"
"Image5737","0"
"Image5738","0"
"Image5739","0"
"Image5740","0"
"Image5741","0"
"Image5742","0"
"Image5743","1"
"Image5744","0"
"Image5745","0"
"Image5746","1"
"Image5747","0"
"Image5748","1"
"Image5749","1"
"Image5750","0"
"Image5751","1"
"Image5752","0"
"Image5753","0"
"Image5754","0"
"Image5755","0"
"Image5756","0"
"Image5757","0"
"Image5758","1"
"Image5759","0"
"Image5760","0"
"Image5761","0"
"Image5762","0"
"Image5763","0"
"Image5764","0"
"Image5765","1"
"Image5766","0"
"Image5767","0"
"Image5768","0"
"Image5769","0"
"Image5770","0"
"Image5771","0"
"Image5772","0"
"Image5773","1"
"Image5774","0"
"Image5775","0"
"Image5776","0"
"Image5777","0"
"Image5778","1"
"Image5779","0"
"Image5780","0"
"Image5781","0"
"Image5782","1"
"Image5783","1"
"Image5784","1"
"Image5785","0"
"Image5786","1"
"Image5787","0"
"Image5788","0"
"Image5789","0"
"Image5790","0"
"Image5791","0"
"Image5792","0"
"Image5793","0"
"Image5794","0"
"Image5795","0"
"Image5796","1"
"Image5797","0"
"Image5798","0"
"Image5799","1"
"Image5800","0"
"Image5801","0"
"Image5802","0"
"Image5803","0"
"Image5804","1"
"Image5805","1"
"Image5806","1"
"Image5807","0"
"Image5808","1"
"Image5809","0"
"Image5810","0"
"Image5811","0"
"Image5812","0"
"Image5813","1"
"Image5814","0"
"Image5815","0"
"Image5816","0"
"Image5817","0"
"Image5818","1"
"Image5819","0"
"Image5820","0"
"Image5821","0"
"Image5822","1"
"Image5823","0"
"Image5824","0"
"Image5825","0"
"Image5826","1"
"Image5827","0"
"Image5828","0"
"Image5829","0"
"Image5830","0"
"Image5831","1"
"Image5832","0"
"Image5833","0"
"Image5834","0"
"Image5835","0"
"Image5836","1"
"Image5837","0"
"Image5838","0"
"Image5839","0"
"Image5840","0"
"Image5841","0"
"Image5842","1"
"Image5843","1"
"Image5844","0"
"Image5845","0"
"Image5846","0"
"Image5847","0"
"Image5848","0"
"Image5849","0"
"Image5850","0"
"Image5851","1"
"Image5852","1"
"Image5853","1"
"Image5854","1"
"Image5855","0"
"Image5856","0"
"Image5857","0"
"Image5858","0"
"Image5859","0"
"Image5860","0"
"Image5861","0"
"Image5862","0"
"Image5863","0"
"Image5864","1"
"Image5865","0"
"Image5866","0"
"Image5867","0"
"Image5868","0"
"Image5869","0"
"Image5870","0"
"Image5871","0"
"Image5872","0"
"Image5873","0"
"Image5874","0"
"Image5875","1"
"Image5876","1"
"Image5877","0"
"Image5878","0"
"Image5879","0"
"Image5880","1"
"Image5881","0"
"Image5882","0"
"Image5883","0"
"Image5884","1"
"Image5885","0"
"Image5886","1"
"Image5887","1"
"Image5888","1"
"Image5889","0"
"Image5890","0"
"Image5891","0"
"Image5892","0"
"Image5893","0"
"Image5894","0"
"Image5895","1"
"Image5896","0"
"Image5897","1"
"Image5898","1"
"Image5899","0"
"Image5900","0"
"Image5901","0"
"Image5902","0"
"Image5903","1"
"Image5904","0"
"Image5905","0"
"Image5906","0"
"Image5907","0"
"Image5908","0"
"Image5909","0"
"Image5910","0"
"Image5911","1"
"Image5912","0"
"Image5913","0"
"Image5914","0"
"Image5915","0"
"Image5916","0"
"Image5917","0"
"Image5918","0"
"Image5919","0"
"Image5920","0"
"Image5921","0"
"Image5922","0"
"Image5923","0"
"Image5924","0"
"Image5925","0"
"Image5926","0"
"Image5927","1"
"Image5928","0"
"Image5929","0"
"Image5930","0"
"Image5931","0"
"Image5932","0"
"Image5933","0"
"Image5934","0"
"Image5935","0"
"Image5936","1"
"Image5937","0"
"Image5938","0"
"Image5939","0"
"Image5940","1"
"Image5941","1"
"Image5942","0"
"Image5943","0"
"Image5944","0"
"Image5945","0"
"Image5946","0"
"Image5947","0"
"Image5948","1"
"Image5949","0"
"Image5950","1"
"Image5951","0"
"Image5952","0"
"Image5953","0"
"Image5954","0"
"Image5955","0"
"Image5956","1"
"Image5957","0"
"Image5958","1"
"Image5959","0"
"Image5960","0"
"Image5961","0"
"Image5962","0"
"Image5963","0"
"Image5964","1"
"Image5965","0"
"Image5966","0"
"Image5967","0"
"Image5968","0"
"Image5969","0"
"Image5970","0"
"Image5971","1"
"Image5972","0"
"Image5973","0"
"Image5974","0"
"Image5975","0"
"Image5976","0"
"Image5977","0"
"Image5978","0"
"Image5979","0"
"Image5980","0"
"Image5981","0"
"Image5982","0"
"Image5983","0"
"Image5984","0"
"Image5985","0"
"Image5986","0"
"Image5987","0"
"Image5988","0"
"Image5989","0"
"Image5990","0"
"Image5991","0"
"Image5992","1"
"Image5993","0"
"Image5994","0"
"Image5995","0"
"Image5996","0"
"Image5997","0"
"Image5998","0"
"Image5999","0"
"Image6000","0"
"Image6001","0"
"Image6002","0"
"Image6003","1"
"Image6004","0"
"Image6005","0"
"Image6006","1"
"Image6007","0"
"Image6008","0"
"Image6009","0"
"Image6010","0"
"Image6011","0"
"Image6012","1"
"Image6013","0"
"Image6014","1"
"Image6015","1"
"Image6016","0"
"Image6017","0"
"Image6018","0"
"Image6019","0"
"Image6020","0"
"Image6021","1"
"Image6022","1"
"Image6023","0"
"Image6024","0"
"Image6025","0"
"Image6026","0"
"Image6027","0"
"Image6028","0"
"Image6029","0"
"Image6030","0"
"Image6031","1"
"Image6032","0"
"Image6033","0"
"Image6034","1"
"Image6035","0"
"Image6036","0"
"Image6037","0"
"Image6038","0"
"Image6039","0"
"Image6040","0"
"Image6041","0"
"Image6042","0"
"Image6043","1"
"Image6044","0"
"Image6045","0"
"Image6046","0"
"Image6047","0"
"Image6048","0"
"Image6049","0"
"Image6050","0"
"Image6051","0"
"Image6052","0"
"Image6053","0"
"Image6054","0"
"Image6055","0"
"Image6056","0"
"Image6057","0"
"Image6058","1"
"Image6059","0"
"Image6060","0"
"Image6061","0"
"Image6062","0"
"Image6063","0"
"Image6064","0"
"Image6065","0"
"Image6066","1"
"Image6067","0"
"Image6068","0"
"Image6069","0"
"Image6070","0"
"Image6071","0"
"Image6072","0"
"Image6073","0"
"Image6074","0"
"Image6075","0"
"Image6076","1"
"Image6077","0"
"Image6078","0"
"Image6079","1"
"Image6080","0"
"Image6081","1"
"Image6082","0"
"Image6083","1"
"Image6084","0"
"Image6085","0"
"Image6086","0"
"Image6087","0"
"Image6088","1"
"Image6089","0"
"Image6090","0"
"Image6091","0"
"Image6092","0"
"Image6093","0"
"Image6094","0"
"Image6095","1"
"Image6096","0"
"Image6097","1"
"Image6098","0"
"Image6099","0"
"Image6100","1"
"Image6101","0"
"Image6102","0"
"Image6103","1"
"Image6104","0"
"Image6105","1"
"Image6106","0"
"Image6107","0"
"Image6108","1"
"Image6109","0"
"Image6110","1"
"Image6111","0"
"Image6112","0"
"Image6113","1"
"Image6114","0"
"Image6115","0"
"Image6116","1"
"Image6117","0"
"Image6118","0"
"Image6119","0"
"Image6120","0"
"Image6121","0"
"Image6122","0"
"Image6123","1"
"Image6124","0"
"Image6125","0"
"Image6126","1"
"Image6127","0"
"Image6128","0"
"Image6129","0"
"Image6130","0"
"Image6131","0"
"Image6132","0"
"Image6133","0"
"Image6134","0"
"Image6135","0"
"Image6136","0"
"Image6137","0"
"Image6138","0"
"Image6139","1"
"Image6140","0"
"Image6141","0"
"Image6142","0"
"Image6143","0"
"Image6144","1"
"Image6145","0"
"Image6146","1"
"Image6147","0"
"Image6148","0"
"Image6149","0"
"Image6150","0"
"Image6151","0"
"Image6152","0"
"Image6153","1"
"Image6154","1"
"Image6155","1"
"Image6156","0"
"Image6157","0"
"Image6158","0"
"Image6159","1"
"Image6160","1"
"Image6161","0"
"Image6162","1"
"Image6163","0"
"Image6164","0"
"Image6165","0"
"Image6166","0"
"Image6167","0"
"Image6168","0"
"Image6169","0"
"Image6170","0"
"Image6171","1"
"Image6172","1"
"Image6173","0"
"Image6174","0"
"Image6175","0"
"Image6176","0"
"Image6177","0"
"Image6178","0"
"Image6179","0"
"Image6180","0"
"Image6181","1"
"Image6182","0"
"Image6183","0"
"Image6184","0"
"Image6185","0"
"Image6186","0"
"Image6187","0"
"Image6188","0"
"Image6189","0"
"Image6190","0"
"Image6191","0"
"Image6192","0"
"Image6193","0"
"Image6194","1"
"Image6195","0"
"Image6196","0"
"Image6197","0"
"Image6198","0"
"Image6199","0"
"Image6200","0"
"Image6201","0"
"Image6202","0"
"Image6203","0"
"Image6204","0"
"Image6205","0"
"Image6206","0"
"Image6207","0"
"Image6208","1"
"Image6209","0"
"Image6210","0"
"Image6211","0"
"Image6212","1"
"Image6213","0"
"Image6214","0"
"Image6215","0"
"Image6216","1"
"Image6217","0"
"Image6218","0"
"Image6219","0"
"Image6220","0"
"Image6221","0"
"Image6222","1"
"Image6223","0"
"Image6224","0"
"Image6225","0"
"Image6226","0"
"Image6227","0"
"Image6228","0"
"Image6229","1"
"Image6230","1"
"Image6231","0"
"Image6232","0"
"Image6233","0"
"Image6234","0"
"Image6235","0"
"Image6236","0"
"Image6237","1"
"Image6238","0"
"Image6239","0"
"Image6240","0"
"Image6241","0"
"Image6242","0"
"Image6243","0"
"Image6244","0"
"Image6245","0"
"Image6246","1"
"Image6247","0"
"Image6248","0"
"Image6249","0"
"Image6250","1"
"Image6251","1"
"Image6252","0"
"Image6253","1"
"Image6254","0"
"Image6255","0"
"Image6256","0"
"Image6257","0"
"Image6258","0"
"Image6259","0"
"Image6260","1"
"Image6261","1"
"Image6262","0"
"Image6263","0"
"Image6264","0"
"Image6265","0"
"Image6266","0"
"Image6267","0"
"Image6268","0"
"Image6269","0"
"Image6270","1"
"Image6271","1"
"Image6272","1"
"Image6273","0"
"Image6274","0"
"Image6275","0"
"Image6276","0"
"Image6277","0"
"Image6278","0"
"Image6279","1"
"Image6280","1"
"Image6281","0"
"Image6282","0"
"Image6283","0"
"Image6284","0"
"Image6285","0"
"Image6286","0"
"Image6287","0"
"Image6288","0"
"Image6289","0"
"Image6290","1"
"Image6291","1"
"Image6292","1"
"Image6293","0"
"Image6294","0"
"Image6295","0"
"Image6296","0"
"Image6297","0"
"Image6298","0"
"Image6299","0"
"Image6300","0"
"Image6301","0"
"Image6302","0"
"Image6303","0"
"Image6304","0"
"Image6305","1"
"Image6306","1"
"Image6307","0"
"Image6308","0"
"Image6309","0"
"Image6310","0"
"Image6311","0"
"Image6312","1"
"Image6313","0"
"Image6314","0"
"Image6315","0"
"Image6316","0"
"Image6317","1"
"Image6318","0"
"Image6319","0"
"Image6320","0"
"Image6321","0"
"Image6322","0"
