"Imagename","att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12","att13","att14","att15","att16","att17","att18","att19","att20","att21","att22","att23","att24","att25","att26","att27","att28","att29","att30","att31","att32","att33","att34","att35","att36","att37","att38","att39","att40","att41","att42","att43","att44","att45","att46","att47","att48","att49","att50","att51","att52","att53","att54","att55","att56","att57","att58","att59","att60","att61","att62","att63","att64","att65","att66","att67","att68","att69","att70","att71","att72","att73","att74","att75","att76","att77","att78","att79","att80","att81","att82","att83","att84","att85","att86","att87","att88","att89","att90","att91","att92","att93","att94","att95","att96","att97","att98","att99","att100"
"Image7782","0","1","0","0","1","1","0","0","1","1","1","0","0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","0","1","0","1","1","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","1","0","0","0","1","1","0","1","1","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","1","0"
"Image7783","1","1","1","1","0","0","1","1","0","1","1","0","1","1","0","1","1","0","0","0","1","0","1","0","0","1","1","0","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","1","1","1","0","1"
"Image7784","1","0","0","0","1","0","1","1","0","0","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","0","1","0","0","1","1","0","1","0","1","0","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0"
"Image7785","0","0","0","1","1","0","0","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","1","1","0","0","1","1","1","1","0","1","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1"
"Image7786","1","1","0","1","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","1","1","1","1","0","1","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0"
"Image7787","0","1","0","0","1","0","1","1","0","0","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0","1","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","0","1","0"
"Image7788","1","0","1","1","0","0","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","1","0","1","1"
"Image7789","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","0","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","1"
"Image7790","1","1","0","1","1","0","1","0","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1"
"Image7791","1","1","1","0","0","1","0","0","1","1","1","0","0","1","1","0","0","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","1","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","1","1","1","0","1","0","1","1","0","0","1","1","1","1","1"
"Image7792","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","0","1","0","1","1","0","1","0","1","1","0","1","1","1","1","0","1","1","0","0","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","1","1","0","0","1","0","1","1","0"
"Image7793","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","0","0","1","0","1","0","0","0","1","0","1","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","1","1","0","0","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0"
"Image7794","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0"
"Image7795","0","1","1","0","1","0","0","0","0","1","1","1","0","1","1","0","1","0","0","1","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","1","1","0","1","0","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0"
"Image7796","1","0","1","1","0","1","1","1","0","1","1","0","1","0","1","1","0","0","1","0","1","1","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","1","0"
"Image7797","1","1","1","0","1","0","0","0","0","1","1","0","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","0","0","1","1","0","1","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","1","1","1","0","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","1","1","0","0","1","0","1","0","1"
"Image7798","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1"
"Image7799","0","1","1","0","0","1","1","1","1","1","1","0","1","0","1","1","0","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","1","0","1","0","0","0","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","1"
"Image7800","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","1","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","0","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1"
"Image7801","0","1","0","0","1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
"Image7802","1","1","0","0","0","1","0","1","0","1","1","1","0","1","0","0","1","0","1","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","1","1","0","1","0","1","0","1","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0"
"Image7803","0","1","0","0","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1"
"Image7804","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","0","1","0","1","1","0","0","1","1","0","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","1","0","1","0","1","1","0"
"Image7805","1","1","0","1","1","0","0","0","1","0","1","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","1","1","0"
"Image7806","0","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1"
"Image7807","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0","0","1","0","1","1","1","1","0","1","0","1","1","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","1","1","1","0"
"Image7808","1","1","0","0","1","0","1","1","0","1","1","0","1","1","1","0","0","1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","1","1","1","1","0","0","1","1","1","0","1","0","0","0","0","1","1","0","1","1","0","0","1","0","0","1","0","0","0","1"
"Image7809","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","1","1","0","1","0","1","0","1","1","1","1","1"
"Image7810","0","1","0","0","1","0","1","0","0","0","1","0","1","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","0","1","1","0","1","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","1","1","1","1","1","0","1","1"
"Image7811","1","0","0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","0","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1"
"Image7812","0","0","0","1","1","1","1","0","1","0","1","1","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","1"
"Image7813","1","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","1","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","1"
"Image7814","0","1","1","0","0","1","0","0","0","1","1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","1","1","0","0","1","1","1","0","1","0","1","1","0","1","0","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","0"
"Image7815","1","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","1","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1"
"Image7816","1","0","1","1","1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","0","0","1","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","1","0","0","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","0","1","0","0"
"Image7817","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","1","0","1","0","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1","1","0","1","0","1","0","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","0","1"
"Image7818","0","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","1","1","0","1","1","1","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1"
"Image7819","0","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","0"
"Image7820","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","1","1","0","1","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","1","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","1"
"Image7821","1","0","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","1","1","0","1","0","1","0","1","1","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0"
"Image7822","0","0","1","1","0","1","1","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","0","1","0","0","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","1","1","0","0","0","1","1","1","0","1","0","1","0","0","1"
"Image7823","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","0","1","0","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","1","1","1","0","1","0","1","0","0"
"Image7824","1","0","0","1","1","1","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","1","1","0","0","0","0","1","1","0","0","0","1","1","1","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0"
"Image7825","1","0","1","1","0","0","1","0","1","1","1","0","1","1","1","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","0","1","0","0"
"Image7826","1","1","1","1","0","1","1","0","1","1","1","0","0","1","0","1","1","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","1","1","0","1","1","0","0","1","1","0","1","0","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","0","0","1","0","0"
"Image7827","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","0","0","1","0","1","0","1","1","0","0","0","1","0","0","1","0","1","1","1","0","0","1","1","0","0","1","0"
"Image7828","1","1","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","1","0","1","1","0","1","1","1","1","0","1","1","1","0"
"Image7829","0","1","1","1","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","1","0","1","1","0","0","1","0","1","1","1","0","1","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","0"
"Image7830","1","1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","0","0","0","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","0","0","1","1","0","1","0","1"
"Image7831","0","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0"
"Image7832","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","0","1","0","0","1","1","0","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0","1","0","1","1","0","0","1","1","0","1","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","1","0","1","1","1","1","1","0","1","0","0","0","1"
"Image7833","1","1","1","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","1","1","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","1","1","1"
"Image7834","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","1","0","1"
"Image7835","1","0","1","0","1","0","0","0","1","1","1","0","1","1","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","1","1","0","1","0","1","1","0","0","1","1","1","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0"
"Image7836","1","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","1","1","0","1","1","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1"
"Image7837","0","1","1","0","1","1","0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1"
"Image7838","1","0","1","1","1","0","0","0","1","1","1","0","1","0","1","1","0","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","0","1","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0"
"Image7839","1","1","1","1","0","0","0","1","0","0","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","1","0","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","0","0","0","1","1","0","1","0","0","1","1","1","1","1","0","1","1","0"
"Image7840","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","0","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1"
"Image7841","0","1","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","0","1","0","1","1"
"Image7842","1","0","1","1","1","1","0","0","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","0","1","0","0","1","1","1","0","0","1","1","1","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1","0"
"Image7843","0","0","0","1","1","0","1","1","0","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0"
"Image7844","1","0","1","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1","0","1","1","1","1","0","0","1","0","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","1"
"Image7845","0","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","0","0","1","1","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","1","1"
"Image7846","0","1","0","1","0","0","0","1","1","1","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","1","0","0","1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0"
"Image7847","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","1","1","0","0","1","0"
